query,cluster,type,n_chars,n_tokens,mean_tok_len,frac_latin,frac_digit,frac_vowel,max_char_run,dict_coverage,mean_edit_dist,oddness
тунец замороженные,4,норма · удвоенная буква,18,2,8.5,0.0,0.0,0.47058823529411764,2,1.0,0.0,6.08089060625364
чиаба,2,искажённое слово,5,1,5.0,0.0,0.0,0.6,1,0.0,0.375,6.2826781548834285
гранзола,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.125,5.892706398496887
презирв,2,искажённое слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,0.0,0.375,5.991458637747831
свечи аро,9,фраза с искажением,9,2,4.0,0.0,0.0,0.5,1,0.5,0.25,5.966488325243329
estrella,11,латиница · удвоения,8,1,8.0,1.0,0.0,0.0,2,1.0,0.0,16.123358179532573
семечки от мартина отборные,7,норма · фраза,27,4,6.0,0.0,0.0,0.4583333333333333,1,1.0,0.0,6.096190794331516
чипсы twister,1,норма · 2 слова,13,2,6.0,0.5833333333333334,0.0,0.4,1,0.5,0.0,6.23692504156502
ysl,0,латиница,3,1,3.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
фасоль кенийская,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4,1,1.0,0.0,5.983458642382518
курагу,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,6.352005670448171
печенье нье,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.3333333333333333,5.973140566689732
мука,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.281106792496469
огурец,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,6.720830295829854
покет для мусора,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.011131276892019
марта,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.3325397832696355
вилка usb,1,норма · 2 слова,9,2,4.0,0.375,0.0,0.4,1,1.0,0.0,5.770237228335145
смдии,10,искажённое слово · вставки/удвоения,5,1,5.0,0.0,0.0,0.4,2,0.0,0.4,7.024634629763668
чай cherry blossom,4,норма · удвоенная буква,18,3,5.333333333333333,0.8125,0.0,0.3333333333333333,2,1.0,0.0,6.2439315496557395
гренки с чесноком онигири,7,норма · фраза,25,4,5.5,0.0,0.0,0.4090909090909091,1,1.0,0.0,5.777348149873609
вареные,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.5714285714285714,1,1.0,0.0,4.818006763261362
вареники щи,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.5,1,1.0,0.0,5.474060612254191
фильтр ку,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.25,1,1.0,0.0,6.975881296976728
корень лотоса,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.1192042258624175
лента для упаковки,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.4375,1,1.0,0.0,6.076135348417404
coolcola cola арбуз,4,норма · удвоенная буква,19,3,5.666666666666667,0.7058823529411765,0.0,0.4,2,1.0,0.0,7.072986804321378
суп куриный с домашней,7,норма · фраза,22,4,4.75,0.0,0.0,0.3684210526315789,1,1.0,0.0,6.39214502606118
буженина,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.5,1,1.0,0.0,5.437468479264833
братья караваевф,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4,1,0.5,0.1111111111111111,7.366325323454605
самокат растительный десерт,7,норма · фраза,27,3,8.333333333333334,0.0,0.0,0.36,1,1.0,0.0,5.651641979130101
супы готовые,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.5454545454545454,1,1.0,0.0,6.224335834302159
дозатор на бутылку,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.4375,1,1.0,0.0,6.300933429470978
с изюмом и орехом,7,норма · фраза,17,4,3.5,0.0,0.0,0.5,1,1.0,0.0,6.297683867392313
ромы,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.516374338353435
романс,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.549793615862657
гренки сухая,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,5.713552982572401
печенье джафа,9,фраза с искажением,13,2,6.0,0.0,0.0,0.4166666666666667,1,0.5,0.4,6.648201318254182
выпечка без сахара,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.4375,1,1.0,0.0,6.469040620500444
блокнот для записей,7,норма · фраза,19,3,5.666666666666667,0.0,0.0,0.35294117647058826,1,1.0,0.0,6.168955421348252
имьирный,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.125,6.782217190675648
самокат,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.279385151332834
чудо воздушное,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,6.220623733368551
несладкая,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.636329076173469
кольмары кольца,9,фраза с искажением,15,2,7.0,0.0,0.0,0.35714285714285715,1,0.5,0.125,5.998394994686901
киндер но,9,фраза с искажением,9,2,4.0,0.0,0.0,0.375,1,0.5,0.3333333333333333,5.302605727992255
чай трюфель,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,7.31200365632719
маркеры для доски,7,норма · фраза,17,3,5.0,0.0,0.0,0.4,1,1.0,0.0,6.015175156528329
сливам,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.504588971198766
заез,2,искажённое слово,4,1,4.0,0.0,0.0,0.5,1,0.0,0.4,6.954947044627763
колбдокторская,2,искажённое слово,14,1,14.0,0.0,0.0,0.35714285714285715,1,0.0,0.2857142857142857,6.035312957904482
творржееный,10,искажённое слово · вставки/удвоения,11,1,11.0,0.0,0.0,0.36363636363636365,2,0.0,0.2727272727272727,6.044595147298598
ботончик bionova,5,норма · длинные слова,16,2,7.5,0.4666666666666667,0.0,0.375,1,0.5,0.125,6.002154342900358
игра ими,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.5714285714285714,1,1.0,0.0,6.1530567072387825
чехол для iphone 14,7,норма · фраза,19,3,4.666666666666667,0.42857142857142855,0.10526315789473684,0.375,1,1.0,0.0,6.257101666245066
arive консилер,5,норма · длинные слова,14,2,6.5,0.38461538461538464,0.0,0.375,1,1.0,0.0,5.698409426634951
а44,6,код / артикул,3,1,1.0,0.0,0.6666666666666666,1.0,2,1.0,0.0,5.298309935428328
мясные мекки,4,норма · удвоенная буква,12,2,5.5,0.0,0.0,0.45454545454545453,2,1.0,0.0,5.883984684569916
горчица,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.0631027864863745
сметанный с ананас,4,норма · удвоенная буква,18,3,5.333333333333333,0.0,0.0,0.375,2,1.0,0.0,5.486329300808932
круасанз,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.125,6.402024265567692
макароны с белыми грибами,7,норма · фраза,25,4,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,6.124439155855761
asics,0,латиница,5,1,5.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
клиеские,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.3333333333333333,5.152606165966787
супер клей,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.05610398968801
мороженое с вар,1,норма · 2 слова,15,3,4.333333333333333,0.0,0.0,0.46153846153846156,1,1.0,0.0,5.4116269205666265
карбонара,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.493512241699673
добрый cola,1,норма · 2 слова,11,2,5.0,0.4,0.0,0.3333333333333333,1,1.0,0.0,5.713945505070747
чипсы л,1,норма · 2 слова,7,2,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.781205527534902
desertus,0,латиница,8,1,8.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
сыр полутвердный,9,фраза с искажением,16,2,7.5,0.0,0.0,0.3333333333333333,1,0.5,0.16666666666666666,6.205317392668081
круассан коин,4,норма · удвоенная буква,13,2,6.0,0.0,0.0,0.4166666666666667,2,1.0,0.0,6.16204248076552
тест для пр,1,норма · 2 слова,11,3,3.0,0.0,0.0,0.2222222222222222,1,1.0,0.0,6.481783731516989
stelma,0,латиница,6,1,6.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
рыба копчена,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,5.8658454215811355
наклейки на окно,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.016571918254252
арома лампа,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.5,1,1.0,0.0,5.604832405173503
тан айран,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,6.275883651811759
брусника протертая,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.4117647058823529,1,1.0,0.0,5.611095928722833
cola,0,латиница,4,1,4.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
легенды горох,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.4583756445781395
рыба слабосоленая красная,7,норма · фраза,25,3,7.666666666666667,0.0,0.0,0.4782608695652174,1,1.0,0.0,5.796659744742446
сырок первый вкус,7,норма · фраза,17,3,5.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.700812862265286
лечо,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,6.635672895502462
гильзы,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.6441991075904285
овсяная мука,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.5454545454545454,1,1.0,0.0,6.251928407527586
адван,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.4,6.325852131688954
носовые платки бумажные,7,норма · фраза,23,3,7.0,0.0,0.0,0.47619047619047616,1,1.0,0.0,5.731557386237075
пюре брокколь,4,норма · удвоенная буква,13,2,6.0,0.0,0.0,0.3333333333333333,2,0.5,0.125,6.3637476969238795
картофель су,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.104171799877729
корм,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.25,1,1.0,0.0,5.279141278281655
кортейнер,2,искажённое слово,9,1,9.0,0.0,0.0,0.3333333333333333,1,0.0,0.1111111111111111,5.701050430642843
1000 остро,6,код / артикул,10,1,5.0,0.0,0.4,0.4,3,1.0,0.0,5.328686868998517
с малиной,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,5.392769478206864
маслотподсолнечное,2,искажённое слово,18,1,18.0,0.0,0.0,0.3888888888888889,1,0.0,0.3333333333333333,6.079405029356058
шампунь синяя,4,норма · удвоенная буква,13,2,6.0,0.0,0.0,0.4166666666666667,2,1.0,0.0,6.952516705759867
минера,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,5.250984568914015
барила,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.3333333333333333,5.489076885701878
печенье си,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.962884650382891
влажные сал,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,5.726761621933117
соль адыг,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,7.273003056479786
stellary консиллер,4,норма · удвоенная буква,18,2,8.5,0.47058823529411764,0.0,0.3333333333333333,2,1.0,0.0,5.955660393388962
хачапури от,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.5,1,1.0,0.0,6.664885883839355
мука гарнец,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,6.457217340829868
голандский,2,искажённое слово,10,1,10.0,0.0,0.0,0.3,1,0.0,0.09090909090909091,5.5546919239475985
капли у,1,норма · 2 слова,7,2,3.0,0.0,0.0,0.5,1,1.0,0.0,6.5287493723917
фрук,2,искажённое слово,4,1,4.0,0.0,0.0,0.25,1,0.0,0.2,6.458165394245645
острая доширак,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,6.0812003443397975
одноразовые послеродовые трус,7,норма · фраза,29,3,9.0,0.0,0.0,0.48148148148148145,1,1.0,0.0,5.621597763464061
дрожжи прессован,4,норма · удвоенная буква,16,2,7.5,0.0,0.0,0.3333333333333333,2,1.0,0.0,6.108688090138797
былки,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.2857142857142857,6.0091999062540005
фо бо,1,норма · 2 слова,5,2,2.0,0.0,0.0,0.5,1,1.0,0.0,6.516969435385934
конфетки в одном,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,1.0,0.0,5.668355083695407
кофе дрип,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,6.4604855794610865
lankom,0,латиница,6,1,6.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
рыба сушеня,9,фраза с искажением,11,2,5.0,0.0,0.0,0.5,1,0.5,0.2857142857142857,6.118254557998973
гренки сметана и лук,7,норма · фраза,20,4,4.25,0.0,0.0,0.4117647058823529,1,1.0,0.0,6.048235999821473
кукуру,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,6.150923982192411
виноград гай,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.156855156516078
самокат юж,9,фраза с искажением,10,2,4.5,0.0,0.0,0.4444444444444444,1,0.5,0.6666666666666666,7.0396682592719655
нарез сыр,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,6.36039373520105
черно,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.725930717207014
соус heinz,1,норма · 2 слова,10,2,4.5,0.5555555555555556,0.0,0.5,1,1.0,0.0,5.896802478488381
сладкую воду,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,6.8043887758131385
кубики maggi куриные,4,норма · удвоенная буква,20,3,6.0,0.2777777777777778,0.0,0.5384615384615384,2,1.0,0.0,5.458876656461464
shick,0,латиница,5,1,5.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
порошок доя,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.5,1,1.0,0.0,6.686246390076244
губки для посуда,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.407723008098382
бедра,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.9417851121983105
пломбир чистая,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.156605093620379
ежики с рисом,1,норма · 2 слова,13,3,3.6666666666666665,0.0,0.0,0.45454545454545453,1,1.0,0.0,6.214546595581456
вода лечебная столовая,7,норма · фраза,22,3,6.666666666666667,0.0,0.0,0.5,1,1.0,0.0,5.519194087890626
черноземья,5,норма · длинные слова,10,1,10.0,0.0,0.0,0.4,1,1.0,0.0,6.6456343004063845
мирамистин,2,искажённое слово,10,1,10.0,0.0,0.0,0.4,1,0.0,0.4,5.713547280498037
вина,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.275783675054401
прочистить трубы,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.937261873506447
клей секунд,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,6.304105690270162
тряпка для экрана,7,норма · фраза,17,3,5.0,0.0,0.0,0.4,1,1.0,0.0,6.850432869267918
тома,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.226586288607673
48 листов,8,запрос с числом,9,1,6.0,0.0,0.2222222222222222,0.3333333333333333,1,1.0,0.0,5.555027680622033
снэка,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.2,5.747834412360555
помидоры cher,1,норма · 2 слова,13,2,6.0,0.3333333333333333,0.0,0.5,1,0.5,0.0,5.6554870430457145
для стирки джинсов,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.3125,1,1.0,0.0,5.964159011917639
essa,11,латиница · удвоения,4,1,4.0,1.0,0.0,0.0,2,0.0,0.0,16.123358179532573
азалии,4,норма · удвоенная буква,6,1,6.0,0.0,0.0,0.6666666666666666,2,1.0,0.0,6.016751499360964
будени,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.3333333333333333,5.464214466792102
лореаль скраб,9,фраза с искажением,13,2,6.0,0.0,0.0,0.3333333333333333,1,0.5,0.2857142857142857,6.3254707105397765
картошка с мясом,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,1.0,0.0,5.838598306898174
грейпфрут,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.2222222222222222,1,1.0,0.0,7.164530418941501
кондиц,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,5.975985081369887
без сахара конфетки,7,норма · фраза,19,3,5.666666666666667,0.0,0.0,0.4117647058823529,1,1.0,0.0,6.143784229633579
круассан с баблами,4,норма · удвоенная буква,18,3,5.333333333333333,0.0,0.0,0.375,2,0.6666666666666666,0.2857142857142857,6.238101576815424
сыр  с плес,4,норма · удвоенная буква,11,3,2.6666666666666665,0.0,0.0,0.25,2,1.0,0.0,6.03751012696945
прок,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.25,1,1.0,0.0,5.213830513574388
сумка сисикэт,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,7.184510323737962
сливки три кота,1,норма · 2 слова,15,3,4.333333333333333,0.0,0.0,0.38461538461538464,1,1.0,0.0,5.457160443033045
колбаса шт,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.842761557359755
томатная паста,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,5.897988953754823
марк якобс,9,фраза с искажением,10,2,4.5,0.0,0.0,0.3333333333333333,1,0.5,0.4,7.417287087694587
апплика,10,искажённое слово · вставки/удвоения,7,1,7.0,0.0,0.0,0.42857142857142855,2,0.0,0.3,6.1021862087283285
цветы букет,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,6.517592888414172
чай ahmad,1,норма · 2 слова,9,2,4.0,0.625,0.0,0.3333333333333333,1,1.0,0.0,6.2439315496557395
сахар песок,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,6.322768780452569
